set_num,name,theme,subtheme,year,pieces_count,minifigs_count,minifigs,availability,retail_price_us,retail_price_uk,retail_price_ca,retail_price_eu,retail_price_au,ean,upc,released_date,retired_date,retired,current_value_new,current_value_used,current_value_used_low,current_value_used_high,forecast_value_new_2_years,forecast_value_new_5_years,rolling_growth_lastyear,rolling_growth_12months,currency,event_condition,event_date,event_value
75151-1,Clone Turbo Tank,Star Wars,Episode III,2016,903,6,"sw0001c,sw0518,sw0528,sw0745,sw0746",retail,109.99,99.99,139.99,119.99,189.99,0775006204775,6.73419E+11,6/1/2016,11/28/2017,TRUE,387.16,236.72,221.75,284.06,484.92,629.24,4.51,0.67,EUR,used,7/6/2024,245.83
75157-1,Captain Rex's AT-TE,Star Wars,Rebels,2016,972,5,"sw0578,sw0747,sw0748,sw0749,sw0750",retail,119.99,99.99,149.99,119.99,179.99,0736126277919,6.73419E+11,6/1/2016,11/27/2017,TRUE,283.09,208.75,197.12,250.51,321.98,379.41,2.07,0.8,EUR,used,7/6/2024,218.05
911609-1,Naboo Starfighter,Star Wars,Magazine Gifts,2016,34,,,promotional,,,,,,,,3/1/2016,,TRUE,6.12,2.63,1.96,3.28,6.85,7.91,2.74,6.14,EUR,used,7/6/2024,2.38
911611-1,AAT,Star Wars,Magazine Gifts,2016,37,,,promotional,,,,,,,,,,TRUE,5.14,2.07,1.75,2.49,5.54,6.11,5.53,5.05,EUR,used,7/6/2024,1.92
75377-1,Invisible Hand,Star Wars,Starship Collection,2024,557,,,retail,49.99,46.99,64.99,52.99,89.99,5.70202E+12,6.73419E+11,3/1/2024,11/5/2025,TRUE,44.7,37.1,36.4,41.3,50.87,59.98,,,EUR,new,7/14/2024,43.3
6252808-1,Chewbacca,Star Wars,,2018,22,,,promotional,,,,,,,,6/1/2018,,TRUE,69.04,57.31,56.21,63.78,85.17,108.97,-0.2,1.61,EUR,new,7/15/2024,70.21
6252812-1,Luke Skywalker,Star Wars,,2018,20,,,promotional,,,,,,,,6/1/2018,,TRUE,67.79,56.26,55.19,62.62,82.09,98.47,0.69,0.28,EUR,new,7/15/2024,65.17
CELEBVI-1,Mini Slave I,Star Wars,Episode V,2012,80,1,sw0431,promotional,,,,,,,,8/1/2012,,TRUE,1345,42.87,39.6,212.41,1572.9,1909.36,-11.97,9.54,EUR,new,7/16/2024,1190.64
30277-1,First Order Star Destroyer,Star Wars,The Force Awakens,2016,56,,,promotional,,,,,,,6.73419E+11,7/1/2016,10/1/2016,TRUE,8.8,3.95,3.49,4.74,9.79,11.26,6.93,6.81,EUR,used,7/17/2024,3.82
30380-1,Kylo Ren's Shuttle,Star Wars,The Last Jedi,2018,33,,,promotional,,,,,,5.70202E+12,6.73419E+11,,,TRUE,6.15,1.76,1.72,2.29,7.15,8.31,4.81,0.19,EUR,used,7/17/2024,1.76
30381-1,Imperial TIE Fighter,Star Wars,Solo,2018,42,,,retail,3.99,,,,,5.70202E+12,6.73419E+11,,,TRUE,8.79,3.92,2.46,5.9,10.9,14.03,10.74,1.7,EUR,used,7/17/2024,3.02
30383-1,Naboo Starfighter,Star Wars,Episode I,2019,48,,,promotional,,,,,,5.70202E+12,6.73419E+11,,,TRUE,8.8,3.96,3.52,4.84,10.54,13.12,3.87,5.94,EUR,used,7/17/2024,3.9
30384-1,Snowspeeder,Star Wars,Episode V,2019,49,,,retaillimited,3.99,,,,,5.70202E+12,6.73419E+11,,,TRUE,8.08,2.42,1.95,2.9,9.77,12.26,-0.09,5.55,EUR,used,7/17/2024,2.83
30388-1,Imperial Shuttle,Star Wars,Episode VI,2021,85,,,retail,4.99,4.99,4.99,4.99,4.99,5.70202E+12,6.73419E+11,9/1/2021,,TRUE,8.76,3.52,3.29,4.4,11.02,14.35,6.93,2.53,EUR,used,7/17/2024,3.34
30498-1,Imperial AT-Hauler,Star Wars,,2018,49,,,exclusive,2.79,,,,,5.70202E+12,6.73419E+11,,,TRUE,6.34,1.83,1.28,2.39,7.5,9.22,7.73,3.36,EUR,used,7/17/2024,2.09
30611-1,R2-D2,Star Wars,Promotional,2017,70,,,promotional,,,,,,5.70202E+12,6.73419E+11,5/14/2017,5/7/2017,TRUE,22.09,18.88,14.86,22.66,24.6,28.32,3.14,0.48,EUR,used,7/17/2024,18.7
30654-1,X-wing Starfighter,Star Wars,Episode VI,2023,87,,,retaillimited,4.99,3.99,5.99,3.99,5.99,,6.73419E+11,1/1/2023,6/1/2023,TRUE,9.92,2.64,2.47,3.72,11.91,14.19,3.4,3.34,EUR,used,7/17/2024,3.05
40298-1,DJ,Star Wars,The Last Jedi,2018,22,1,sw0903,promotional,5.99,,,,,,6.73419E+11,1/9/2018,,TRUE,10.56,3.96,3.71,5.5,12.01,14.15,3.4,-0.29,EUR,used,7/17/2024,4.61
40299-1,Kessel Mine Worker,Star Wars,Solo,2018,22,1,sw0935,promotional,,,,,,7.07297E+11,7.07297E+11,10/1/2018,10/18/2018,TRUE,20.28,16.28,14.96,19.54,22.69,26.22,5.26,2.08,EUR,used,7/17/2024,14.84
40300-1,Han Solo Mudtrooper,Star Wars,Solo,2018,22,1,sw0934,promotional,,,,,,,6.73419E+11,10/1/2018,,TRUE,20.25,11.3,9.45,13.56,22.66,26.22,4.11,2.32,EUR,used,7/17/2024,10.74
40333-1,Battle of Hoth - 20th Anniversary Edition,Star Wars,Promotional,2019,195,,,promotional,,,,,,5.70202E+12,6.73419E+11,5/4/2019,5/4/2019,TRUE,42.5,28.99,22.99,34.79,45.37,49.62,5.38,-1.28,EUR,used,7/17/2024,23.71
40407-1,Death Star II Battle,Star Wars,Promotional,2020,235,,,promotional,,,,,,5.70202E+12,6.73419E+11,5/4/2020,5/4/2020,TRUE,22,15.22,13.06,20.2,24.82,29,3.03,-0.42,EUR,used,7/17/2024,17.6
40591-1,Death Star II,Star Wars,Promotional,2023,289,,,promotional,,,,,,,6.73419E+11,5/1/2023,5/7/2023,TRUE,61.59,34.33,33,41.19,70.27,83.08,4.01,3.45,EUR,used,7/17/2024,35.2
5005376-1,Star Wars Anniversary Pod,Star Wars,Promotional,2018,37,1,sw0834,promotional,,,,,,,6.73419E+11,4/1/2018,,TRUE,19.47,11.38,9.21,15.64,21.89,25.48,1.25,2.42,EUR,used,7/17/2024,12.32
5006290-1,Yoda's Lightsaber,Star Wars,Promotional,2020,140,,,promotional,,,,,,,,9/16/2020,9/30/2020,TRUE,209.48,112.2,108.55,134.64,225.28,266.64,2.93,2.66,EUR,used,7/17/2024,131.59
6382975-1,Tantive IV,Star Wars,Promotional,2019,56,,,promotional,,,,,,,,5/3/2019,,TRUE,20.24,15.26,13.2,18.31,20.79,22.22,-2.84,-6.57,EUR,used,7/17/2024,16.33
66341-1,Star Wars Super Pack 3 in 1,Star Wars,Value Packs,2010,342,,,retail,69.99,59.99,89.99,60.99,,,,,,TRUE,322.53,154.36,151.27,185.23,383.83,474.34,14.89,11.42,EUR,used,7/17/2024,152.85
6967-1,ARC  Fighter,Star Wars,Episode III,2005,42,,,promotional,,,,,,5.70201E+12,,,,TRUE,13.2,7.85,6.76,9.42,13.89,15.69,2.93,2.05,EUR,used,7/17/2024,8.32
7283-1,Ultimate Space Battle,Star Wars,Episode III,2005,567,4,"sw0120,sw0136,sw0152",retail,49.99,,,,,5.70201E+12,6.73419E+11,,,TRUE,862.63,244.35,229.58,293.22,969.81,1097.55,6.55,3.63,EUR,used,7/17/2024,250.6
75006-1,Jedi Starfighter & Planet Kamino,Star Wars,Planet Set,2013,61,1,sw0456,retail,9.99,9.99,12.99,12.99,15.99,5.70201E+12,6.73419E+11,3/1/2013,2/14/2014,TRUE,30.79,21.96,20.82,26.36,34.6,40.22,2.23,2.72,EUR,used,7/17/2024,15.92
75009-1,Snowspeeder & Hoth,Star Wars,Planet Set,2013,69,1,sw0458,retail,9.99,11.99,12.99,12.99,15.99,5.70201E+12,6.73419E+11,7/27/2013,11/23/2013,TRUE,70.37,30.28,28.98,36.34,77.06,86.94,-0.6,2.69,EUR,used,7/17/2024,33.13
75010-1,B-Wing Starfighter & Planet Endor,Star Wars,Planet Set,2013,83,1,sw0455,retail,9.99,11.99,10.99,12.99,15.99,5.70201E+12,6.73419E+11,7/27/2013,12/26/2013,TRUE,40.96,18.22,17.12,23.42,47.61,57.43,-7.83,0.1,EUR,used,7/17/2024,14.28
75011-1,Tantive IV & Planet Alderaan,Star Wars,Planet Set,2013,102,1,sw0427,retail,9.99,11.99,10.99,12.99,15.99,5.70201E+12,6.73419E+11,7/27/2013,1/22/2014,TRUE,62.2,35.26,33.55,42.31,72.34,87.31,-1.09,5.49,EUR,used,7/17/2024,39.34
75107-1,Jango Fett,Star Wars,Buildable Figures,2015,85,,,retail,19.99,14.99,24.99,19.99,29.99,,6.73419E+11,9/5/2015,11/21/2016,TRUE,42.56,13.06,11.17,15.67,43.84,47.21,2.47,-0.85,EUR,used,7/17/2024,14.04
75108-1,Clone Commander Cody,Star Wars,Buildable Figures,2015,82,,,retail,19.99,14.99,24.99,19.99,29.99,,6.73419E+11,9/5/2015,11/24/2016,TRUE,47.15,14.54,12.19,17.44,50.22,58.26,3.81,-0.62,EUR,used,7/17/2024,14.76
75112-1,General Grievous,Star Wars,Buildable Figures,2015,186,,,retail,34.99,29.99,44.99,34.99,49.99,5.70202E+12,6.73419E+11,9/9/2015,11/21/2016,TRUE,157.3,43.99,39.93,52.79,214.07,297.87,2.39,1.19,EUR,used,7/17/2024,48.14
75119-1,Sergeant Jyn Erso,Star Wars,Buildable Figures,2016,104,,,retail,24.99,19.99,29.99,24.99,44.99,5.70202E+12,6.73419E+11,10/1/2016,4/4/2018,TRUE,17.68,5.28,4.49,6.34,19.08,21.14,4.15,5.68,EUR,used,7/17/2024,5.42
75120-1,K-2SO,Star Wars,Buildable Figures,2016,169,,,retail,24.99,19.99,29.99,24.99,44.99,4.51345E+12,6.73419E+11,10/1/2016,2/16/2018,TRUE,64.73,23.88,17.6,28.65,82.13,107.83,1.93,3.86,EUR,used,7/17/2024,21.56
75121-1,Imperial Death Trooper,Star Wars,Buildable Figures,2016,106,,,retail,24.99,19.99,29.99,24.99,44.99,5.70202E+12,6.73419E+11,10/1/2016,2/22/2018,TRUE,33.32,11.77,10.62,14.12,37,42.43,1.61,1.66,EUR,used,7/17/2024,12.96
75152-1,Imperial Assault Hovertank,Star Wars,Rogue One,2016,385,3,"sw0789,sw0795",retail,29.99,29.99,39.99,39.99,59.99,0791209187349,6.73419E+11,10/1/2016,11/25/2017,TRUE,111.61,52.4,46.07,62.88,136,172,3.61,1.39,EUR,used,7/17/2024,57.59
75153-1,AT-ST Walker,Star Wars,Rogue One,2016,449,3,"sw0783,sw0784,sw0797",retail,39.99,39.99,49.99,49.99,69.99,5.05172E+12,6.73419E+11,10/1/2016,11/9/2017,TRUE,82.97,39.68,38.01,47.62,101.72,129.41,1.35,2.27,EUR,used,7/17/2024,38.11
75154-1,TIE Striker,Star Wars,Rogue One,2016,543,4,"sw0785,sw0786,sw0787,sw0788",retail,69.99,59.99,89.99,69.99,109.99,0645416523677,6.73419E+11,10/1/2016,2/15/2018,TRUE,169.78,81.26,73.66,97.51,211.68,273.56,3.47,3.66,EUR,used,7/17/2024,84.19
75155-1,Rebel U-wing Fighter,Star Wars,Rogue One,2016,659,5,"sw0780,sw0790,sw0791,sw0792,sw0793",retail,79.99,69.99,99.99,79.99,139.99,,6.73419E+11,10/1/2016,7/19/2018,TRUE,266.07,127.62,118.01,153.14,372.01,528.41,6.9,1.33,EUR,used,7/17/2024,128.12
75156-1,Krennic's Imperial Shuttle,Star Wars,Rogue One,2016,863,6,"sw0781,sw0782,sw0794,sw0796,sw0798,sw0798s",retail,89.99,79.99,119.99,99.99,139.99,0799825637446,6.73419E+11,10/1/2016,8/5/2018,TRUE,329.27,170.82,156.2,204.98,376.85,501.49,3.42,1.05,EUR,used,7/17/2024,170.6
75158-1,Rebel Combat Frigate,Star Wars,Rebels,2016,936,5,"sw0565,sw0574,sw0625,sw0758,sw0759",retaillimited,109.99,99.99,149.99,139.99,199.99,5.70202E+12,6.73419E+11,8/1/2016,5/5/2017,TRUE,529.44,387.19,370.66,464.63,638.92,800.55,0.31,1.77,EUR,used,7/17/2024,438.32
75160-1,U-wing,Star Wars,MicroFighters,2017,109,1,sw0800,retail,9.99,8.99,12.99,9.99,15.99,5.70202E+12,6.73419E+11,2/17/2017,4/14/2018,TRUE,20.69,8.87,7.44,10.65,24.97,31.28,3.7,2.4,EUR,used,7/17/2024,8.65
75161-1,TIE Striker,Star Wars,MicroFighters,2017,88,1,sw0788,retail,9.99,8.99,12.99,9.99,15.99,0703457434670,6.73419E+11,2/17/2017,11/23/2018,TRUE,17.27,7.28,6.03,8.74,19.77,23.48,-0.23,-1.56,EUR,used,7/17/2024,7.04
75162-1,Y-wing,Star Wars,MicroFighters,2017,90,1,sw0801,retail,9.99,8.99,12.99,9.99,15.99,,6.73419E+11,2/17/2017,11/3/2017,TRUE,20.24,11.7,10.13,14.04,23.55,28.43,-0.04,0.64,EUR,used,7/17/2024,11.34
75163-1,Krennic's Imperial Shuttle,Star Wars,MicroFighters,2017,78,1,sw0802,retail,9.99,8.99,12.99,9.99,15.99,5.70202E+12,6.73419E+11,2/17/2017,12/16/2017,TRUE,17.59,8.8,7.37,10.56,20.4,24.54,8.74,1.19,EUR,used,7/17/2024,7.26
75164-1,Rebel Trooper Battle Pack,Star Wars,Rogue One,2017,120,4,"sw0803,sw0804,sw0805,sw0806",retail,14.99,11.99,16.99,14.99,22.99,5.70202E+12,6.73419E+11,2/17/2017,12/21/2017,TRUE,48.06,20.67,19,24.8,61.65,81.73,5.77,3.35,EUR,used,7/17/2024,20.22
75165-1,Imperial Trooper Battle Pack,Star Wars,Rogue One,2017,112,4,"sw0585,sw0807",retail,14.99,11.99,16.99,14.99,22.99,5.70202E+12,6.73419E+11,2/17/2017,12/6/2017,TRUE,58.84,31.23,29.67,37.48,72.68,93.11,1.8,-0.36,EUR,used,7/17/2024,34.26
75166-1,First Order Transport Speeder Battle Pack,Star Wars,The Force Awakens,2017,117,4,"sw0666,sw0667,sw0832,sw0905",retail,14.99,11.99,16.99,14.99,22.99,5.70202E+12,6.73419E+11,6/2/2017,4/14/2018,TRUE,29.35,15.84,14.19,19.01,34.32,41.66,3.69,1.68,EUR,used,7/17/2024,16.5
75167-1,Bounty Hunter Speeder Bike Battle Pack,Star Wars,Original Content,2017,122,3,"sw0751,sw0828,sw0830,sw0831a",retail,14.99,11.99,16.99,14.99,22.99,5.70202E+12,6.73419E+11,6/2/2017,4/14/2018,TRUE,44,29.57,28.47,35.48,51.44,62.42,-3.5,0.26,EUR,used,7/17/2024,29.15
75168-1,Yoda's Jedi Starfighter,Star Wars,The Clone Wars,2017,262,2,"sw0527a,sw0707",retail,24.99,19.99,29.99,29.99,44.99,5.70202E+12,6.73419E+11,2/17/2017,4/14/2018,TRUE,31.19,14.96,13.1,17.95,32.37,35.45,-0.64,2.11,EUR,used,7/17/2024,17.13
75169-1,Duel on Naboo,Star Wars,Episode I,2017,208,3,"sw0808,sw0810,sw0812",retail,24.99,19.99,29.99,29.99,44.99,4.51345E+12,6.73419E+11,2/17/2017,4/14/2018,TRUE,78.57,33.92,30.49,40.71,91.5,110.61,5.88,2.84,EUR,used,7/17/2024,35.2
75170-1,The Phantom,Star Wars,Rebels,2017,269,3,"sw0565,sw0811,sw0817",retail,29.99,39.99,39.99,39.99,59.99,5.70202E+12,6.73419E+11,2/17/2017,12/21/2017,TRUE,175.99,146.07,143.3,237.04,188.28,220.45,1.89,-0.22,EUR,used,7/17/2024,197.53
75171-1,Battle on Scarif,Star Wars,Rogue One,2017,419,4,"sw0813,sw0814,sw0815",retail,49.99,54.99,64.99,59.99,89.99,5.70202E+12,6.73419E+11,2/17/2017,11/25/2017,TRUE,190.48,100.03,91.12,120.03,246.88,330.16,4.74,2.31,EUR,used,7/17/2024,108.64
75172-1,Y-wing Starfighter,Star Wars,Rogue One,2017,691,5,"sw0585,sw0793,sw0809,sw0816,sw0824",retail,59.99,64.99,74.99,69.99,109.99,,6.73419E+11,2/17/2017,4/14/2018,TRUE,155.15,76.52,73.04,91.82,178.01,211.75,0.76,3.27,EUR,used,7/17/2024,83.6
75173-1,Luke's Landspeeder,Star Wars,Episode IV,2017,149,4,"sw0552,sw0620,sw0700,sw0778",retaillimited,19.99,19.99,24.99,29.99,49.99,5.70202E+12,6.73419E+11,2/17/2017,4/13/2018,TRUE,38.7,23.49,21.97,28.19,47.19,59.71,1.16,2.47,EUR,used,7/17/2024,22.58
75174-1,Desert Skiff Escape,Star Wars,Episode VI,2017,277,4,"sw0532,sw0821,sw0822,sw0823",retaillimited,29.99,29.99,39.99,39.99,69.99,5.70202E+12,6.73419E+11,2/17/2017,4/14/2018,TRUE,66.26,53.7,52.36,68.28,68.86,75.68,-0.08,0.46,EUR,used,7/17/2024,52.38
75175-1,A-Wing Starfighter,Star Wars,Episode VI,2017,358,3,"sw0818,sw0819,sw0820",retaillimited,39.99,44.99,49.99,49.99,69.99,5.70202E+12,6.73419E+11,2/17/2017,12/23/2017,TRUE,122.05,81.12,76.51,97.35,146.52,182.64,3.56,1.19,EUR,used,7/17/2024,82.07
75177-1,First Order Heavy Scout Walker,Star Wars,The Last Jedi,2017,554,4,"sw0666,sw0671,sw0853,sw0854",retail,49.99,49.99,64.99,59.99,89.99,5.70202E+12,6.73419E+11,9/2/2017,4/7/2019,TRUE,44,27.95,26.39,33.55,46.02,49.02,1.74,2.57,EUR,used,7/17/2024,29.02
75178-1,Jakku Quadjumper,Star Wars,The Force Awakens,2017,457,5,"sw0661,sw0676,sw0677,sw0723,sw0842",retail,49.99,54.99,64.99,59.99,89.99,5.70202E+12,6.73419E+11,6/2/2017,1/3/2019,TRUE,72.71,50.76,43.99,60.91,82.21,96.23,4.2,-0.14,EUR,used,7/17/2024,47.41
75180-1,Rathtar Escape,Star Wars,The Force Awakens,2017,836,5,"sw0532,sw0839,sw0840,sw0841",retail,79.99,84.99,99.99,89.99,139.99,,6.73419E+11,6/2/2017,4/11/2019,TRUE,65.96,53.6,46.39,64.32,67.71,70.32,1.38,2.64,EUR,used,7/17/2024,52.36
75182-1,Republic Fighter Tank,Star Wars,Legends,2017,305,4,"sw0001c,sw0833,sw0837",retail,24.99,19.99,29.99,29.99,44.99,5.70202E+12,6.73419E+11,6/2/2017,12/15/2018,TRUE,84.52,47.93,44.56,57.53,100.87,125.01,0.6,4.32,EUR,used,7/17/2024,48.33
75183-1,Darth Vader Transformation,Star Wars,Episode III,2017,282,6,"sw0634a,sw0829,sw0834,sw0835,sw0836,sw0838",retail,24.99,19.99,29.99,29.99,44.99,5.70202E+12,6.73419E+11,6/2/2017,4/14/2018,TRUE,71.53,31.4,29.13,37.68,95.59,131.11,2.88,1.63,EUR,used,7/17/2024,32.17
75185-1,Tracker I,Star Wars,Original Content,2017,557,4,"sw0634a,sw0847,sw0851,sw0852",retail,69.99,64.99,89.99,69.99,109.99,5.70202E+12,6.73419E+11,6/2/2017,12/30/2018,TRUE,123.2,77.12,73.57,92.55,141.82,169.3,0.52,2.25,EUR,used,7/17/2024,74.79
75186-1,The Arrowhead,Star Wars,Original Content,2017,775,5,"sw0585,sw0756,sw0843,sw0848,sw0849",retail,89.99,84.99,109.99,89.99,139.99,5.70202E+12,6.73419E+11,6/2/2017,12/29/2018,TRUE,160.73,106.83,102.16,128.21,182.34,214.26,1.69,0.04,EUR,used,7/17/2024,108.85
75189-1,First Order Heavy Assault Walker,Star Wars,The Last Jedi,2017,1376,5,"sw0667,sw0866,sw0867,sw0868,sw0869",retail,149.99,129.99,169.99,139.99,229.99,5.70202E+12,6.73419E+11,9/2/2017,4/13/2018,TRUE,207.71,112.91,102.67,135.5,234.83,274.86,2.89,1.36,EUR,used,7/17/2024,105.6
75190-1,First Order Star Destroyer,Star Wars,The Last Jedi,2017,1416,8,"sw0667,sw0855,sw0856,sw0870,sw0871,sw0872,sw0873,sw0962",retail,159.99,129.99,179.99,149.99,229.99,5.70202E+12,6.73419E+11,9/2/2017,10/28/2019,TRUE,228.27,139.75,125,167.71,266.25,322.32,3.11,-0.82,EUR,used,7/17/2024,149.59
75191-1,Jedi Starfighter with Hyperdrive,Star Wars,Episode II,2017,825,4,"sw0706,sw0844,sw0845,sw0846",retaillimited,99.99,89.99,129.99,109.99,159.99,5.70202E+12,6.73419E+11,6/2/2017,7/12/2019,TRUE,370.13,260.86,241.97,313.03,433.02,597.75,2.4,0.52,EUR,used,7/17/2024,264.01
75193-1,Millennium Falcon Microfighter,Star Wars,MicroFighters,2018,92,1,sw0532,retail,9.99,8.99,12.99,9.99,15.99,5.70202E+12,6.73419E+11,1/1/2018,7/14/2019,TRUE,15.65,7.05,6.23,8.46,18.63,23.02,3.55,-0.59,EUR,used,7/17/2024,7.88
75194-1,First Order TIE Fighter Microfighter,Star Wars,MicroFighters,2018,91,1,sw0902,retail,9.99,8.99,12.99,9.99,15.99,5.70202E+12,6.73419E+11,1/1/2018,7/30/2019,TRUE,17.2,8.19,7.04,9.83,18.96,21.56,2.63,-1.5,EUR,used,7/17/2024,8.83
75196-1,A-Wing vs. TIE Silencer Microfighters,Star Wars,MicroFighters,2018,188,2,"sw0884,sw0885",retail,19.99,16.99,24.99,19.99,29.99,5.70202E+12,6.73419E+11,1/1/2018,1/11/2020,TRUE,30.79,16.09,14.75,19.31,35.75,43.08,-0.81,0.54,EUR,used,7/17/2024,15.72
75197-1,First Order Specialists Battle Pack,Star Wars,The Last Jedi,2018,108,4,"sw0671,sw0871,sw0886",retail,14.99,12.99,16.99,16.99,24.99,5.70202E+12,6.73419E+11,1/1/2018,2/17/2019,TRUE,28.15,15.23,13.66,18.29,32.59,39.12,2.37,2.18,EUR,used,7/17/2024,15.54
75198-1,Tatooine Battle Pack,Star Wars,Episode IV,2018,97,4,"sw0620,sw0895,sw0896,sw0897",retail,14.99,12.99,16.99,16.99,24.99,5.70202E+12,6.73419E+11,1/1/2018,4/14/2018,TRUE,31.4,21.12,17.75,25.34,39,50.23,3.19,2.05,EUR,used,7/17/2024,19.92
75199-1,General Grievous' Combat Speeder,Star Wars,The Clone Wars,2018,157,2,"sw0515,sw0889",retail,29.99,25.99,34.99,29.99,44.99,5.70202E+12,6.73419E+11,1/1/2018,12/7/2019,TRUE,104.32,41.9,37.68,50.28,121.43,141.06,2.51,3.78,EUR,used,7/17/2024,38.87
75200-1,Ahch-To Island Training,Star Wars,The Last Jedi,2018,241,2,"sw0887,sw0888",retail,29.99,25.99,34.99,29.99,59.99,5.70202E+12,6.73419E+11,1/1/2018,12/14/2018,TRUE,36.27,23.43,20.72,28.12,37.97,42.42,4.14,0.21,EUR,used,7/17/2024,26.27
75202-1,Defense of Crait,Star Wars,The Last Jedi,2018,746,5,"sw0657,sw0890,sw0891,sw0892",retail,84.99,74.99,99.99,79.99,119.99,5.70202E+12,6.73419E+11,1/1/2018,5/3/2019,TRUE,74.27,64.76,45.46,77.71,77.53,82.34,-0.55,2.14,EUR,used,7/17/2024,45.56
75205-1,Mos Eisley Cantina,Star Wars,Episode IV,2018,378,4,"sw0771,sw0893,sw0894,sw0898",retaillimited,39.99,44.99,49.99,49.99,69.99,5.70202E+12,6.73419E+11,1/1/2018,4/13/2018,TRUE,57.2,39.59,36.96,47.51,64.1,74.28,4.7,-0.09,EUR,used,7/17/2024,37.83
75206-1,Jedi and Clone Troopers Battle Pack,Star Wars,Episode II,2018,102,4,"sw0909,sw0910,sw0911",retail,14.99,12.99,16.99,16.99,24.99,5.70202E+12,6.73419E+11,4/14/2018,8/14/2019,TRUE,46.76,28.16,27.6,33.79,53.22,68.71,1.82,1.6,EUR,used,7/17/2024,32.34
75207-1,Imperial Patrol Battle Pack,Star Wars,Solo,2018,99,4,"sw0912,sw0913,sw0914",retail,14.99,12.99,16.99,16.99,24.99,5.70202E+12,6.73419E+11,4/14/2018,12/31/2018,TRUE,31.52,22,21.56,26.4,40.04,52.62,1.77,1.62,EUR,used,7/17/2024,22.53
75208-1,Yoda's Hut,Star Wars,Episode V,2018,229,3,"sw0906,sw0907,sw0908",retaillimited,29.99,25.99,34.99,29.99,49.99,5.70202E+12,6.73419E+11,4/14/2018,11/30/2019,TRUE,39.12,25,23.21,30,40.08,42.63,0.78,0.54,EUR,used,7/17/2024,26.4
75209-1,Han Solo's Landspeeder,Star Wars,Solo,2018,345,2,"sw0915,sw0916",retail,29.99,25.99,34.99,29.99,44.99,5.70202E+12,6.73419E+11,4/14/2018,8/18/2019,TRUE,39.59,24.16,20.13,29,44.87,52.68,4.27,-0.14,EUR,used,7/17/2024,23.76
75210-1,Moloch's Landspeeder,Star Wars,Solo,2018,464,2,"sw0917,sw0918",retail,39.99,44.99,49.99,49.99,69.99,5.70202E+12,6.73419E+11,4/14/2018,12/4/2019,TRUE,43.99,30.8,30.18,36.96,49.05,56.53,-2.15,6.7,EUR,used,7/17/2024,34.37
75211-1,Imperial TIE Fighter,Star Wars,Solo,2018,519,4,"sw0919,sw0925,sw0926,sw0927",retail,69.99,64.99,89.99,69.99,99.99,5.70202E+12,6.73419E+11,4/14/2018,8/1/2019,TRUE,219.38,147.28,127.7,176.74,283.69,378.66,3.21,0.03,EUR,used,7/17/2024,140.8
75212-1,Kessel Run Millennium Falcon,Star Wars,Solo,2018,1414,7,"sw0920,sw0921,sw0922,sw0923,sw0924,sw0928,sw0929",retail,169.99,149.99,199.99,169.99,269.99,5.70202E+12,6.73419E+11,4/14/2018,2/13/2020,TRUE,263.99,161.11,145.19,193.34,321.75,407.04,3,2.56,EUR,used,7/17/2024,159.39
75215-1,Cloud-Rider Swoop Bikes,Star Wars,Solo,2018,355,3,"sw0940,sw0941,sw0942",retail,29.99,25.99,39.99,29.99,44.99,5.70202E+12,6.73419E+11,8/1/2018,9/7/2019,TRUE,43.08,33.4,30.79,40.09,48.13,55.58,3.28,1.32,EUR,used,7/17/2024,31.6
75218-1,X-wing Starfighter,Star Wars,Episode IV,2018,731,4,"sw0527a,sw0943,sw0944,sw0952",retail,79.99,89.99,99.99,99.99,139.99,5.70202E+12,6.73419E+11,8/1/2018,11/30/2019,TRUE,116.93,68.24,61.59,81.88,131.9,154.01,2.35,1.78,EUR,used,7/17/2024,72.05
75219-1,Imperial AT-Hauler,Star Wars,Solo,2018,829,5,"sw0945,sw0946,sw0953,sw0954,sw0955",retail,99.99,89.99,129.99,99.99,159.99,5.70202E+12,6.73419E+11,8/1/2018,9/6/2019,TRUE,162.79,109.12,96.47,130.94,188.32,226.02,2.64,0.84,EUR,used,7/17/2024,96.75
75220-1,Sandcrawler,Star Wars,Episode IV,2018,1239,6,"sw0778,sw0896,sw0897,sw0936,sw0937,sw0938",retail,139.99,109.99,159.99,129.99,199.99,5.70202E+12,6.73419E+11,8/1/2018,11/26/2019,TRUE,223.87,154.55,140.74,185.45,255.39,301.94,7.37,1.92,EUR,used,7/17/2024,160.97
75221-1,Imperial Landing Craft,Star Wars,Episode IV,2018,636,5,"sw0527a,sw0552,sw0802,sw0960,sw0961",retail,89.99,79.99,109.99,89.99,139.99,5.70202E+12,6.73419E+11,8/1/2018,11/23/2019,TRUE,171.59,105.49,93.64,126.58,200.97,244.34,-1.5,-1.42,EUR,used,7/17/2024,101.09
75223-1,Naboo Starfighter Microfighter,Star Wars,MicroFighters,2019,62,1,sw1001,retail,9.99,8.99,13.99,9.99,15.99,5.70202E+12,6.73419E+11,1/2/2019,1/13/2020,TRUE,20.39,8.58,7.74,10.3,25.4,32.78,6.32,2.12,EUR,used,7/17/2024,8.61
